"NE669535","AMERICAN LEGION POST 122      ","221 POPLAR ST                 ","ANTHONY             ","TX","79821","071","          ","2016/06", 000000198.72
"NE669535","AMERICAN LEGION POST 122      ","221 POPLAR ST                 ","ANTHONY             ","TX","79821","071","          ","2016/07", 000000324.68
"MB651818","PEPPE'S RESTAURANT            ","6761 DONIPHAN DR SPC B&C      ","CANUTILLO           ","TX","79835","071","          ","2016/07", 000000070.88
"MB752007","MAMACITAS RESTAURANT & BAR    ","1580 CLINT CUTOFF RD          ","CLINT               ","TX","79836","071","          ","2016/07", 000001551.25
"MB917848","ACE IN THE HOLE BAR AND GRILL ","3136 TRAWOOD DR               ","EL PASO             ","TX","79936","071","          ","2016/07", 000001463.68
"MB773382","ACEITUNAS BEER GARDEN         ","5200 DONIPHAN DR              ","EL PASO             ","TX","79932","071","          ","2016/07", 000005892.78
"MB856779","ADRIAN'S EAST                 ","1530 LOMALAND DR STE K        ","EL PASO             ","TX","79935","071","          ","2016/07", 000003435.22
"MB133875","ADRIAN'S LOUNGE               ","3400 GATEWAY BLVD E           ","EL PASO             ","TX","79905","071","          ","2016/07", 000003620.81
"MB868184","AGAVE AZUL NIGHT CLUB         ","1441 N ZARAGOZA RD STE 12     ","EL PASO             ","TX","79936","071","          ","2016/07", 000001145.36
"MB937904","ALAMO DRAFTHOUSE CINEMAS      ","250 MONTECILLO BLVD           ","EL PASO             ","TX","79912","071","          ","2016/07", 000008288.36
"MB952884","AMC EAST POINTE 12            ","8300 GATEWAY BLVD E STE 200-  ","EL PASO             ","TX","79907","071","          ","2016/07", 000000000.00
"NE083051","AMERICAN LEGION DEL NORTE POST","4724 VULCAN AVE               ","EL PASO             ","TX","79904","071","          ","2016/06", 000000767.61
"MB443386","AMIGOS RESTAURANT             ","2000 MONTANA AVE              ","EL PASO             ","TX","79903","071","          ","2016/06", 000000078.52
"MB936693","AND STILL CRAFT HOUSE         ","2270 JOE BATTLE BLVD # F-G    ","EL PASO             ","TX","79938","071","          ","2016/07", 000000000.00
"MB579050","ANDALE MEXICAN CUISINE INC    ","9201 GATEWAY BLVD W           ","EL PASO             ","TX","79925","071","          ","2016/07", 000007757.32
"MB891569","ANGRY OWL GRILL & CANTINA     ","4799 N MESA ST                ","EL PASO             ","TX","79912","071","          ","2016/07", 000001964.70
"MB824111","ANSON'S                       ","303 N OREGON ST STE 110       ","EL PASO             ","TX","79901","071","          ","2016/07", 000004472.45
"MB488528","APPLEBEE'S NEIGHBORHOOD GRILL ","4700 WOODROW BEAN             ","EL PASO             ","TX","79924","071","          ","2016/07", 000002865.85
"MB488534","APPLEBEE'S NEIGHBORHOOD GRILL ","1985 GEORGE DIETER DR         ","EL PASO             ","TX","79936","071","          ","2016/07", 000002186.34
"MB488526","APPLEBEE'S NEIGHBORHOOD GRILL ","1766 AIRWAY BLVD              ","EL PASO             ","TX","79925","071","          ","2016/07", 000002880.86
"MB488532","APPLEBEE'S NEIGHBORHOOD GRILL ","7956 E GATEWAY BLVD           ","EL PASO             ","TX","79915","071","          ","2016/07", 000003203.67
"MB488530","APPLEBEE'S NEIGHBORHOOD GRILL ","5800 N MESA ST                ","EL PASO             ","TX","79912","071","          ","2016/07", 000001722.36
"MB713713","APPLEBEE'S NEIGHBORHOOD GRILL ","1350B GEORGE DIETER DR        ","EL PASO             ","TX","79936","071","          ","2016/07", 000002664.18
"MB550001","APPLEBEES NEIGHBORHOOD GRILL &","440 E REDD RD                 ","EL PASO             ","TX","79912","071","          ","2016/07", 000002139.77
"MB861715","APPLEBEES NEIGHBORHOOD GRILL A","3460 JOE BATTLE BLVD          ","EL PASO             ","TX","79938","071","          ","2016/07", 000002877.11
"MB826602","AVIATORS                      ","9477 DYER ST STE H            ","EL PASO             ","TX","79924","071","          ","2016/07", 000003245.48
"MB869311","AVIATORS WEST                 ","4025 N MESA ST STE B          ","EL PASO             ","TX","79902","071","          ","2016/07", 000001068.44
"NE068896","B P O E EL PASO #187          ","2278 TRAWOOD DR STE C&D       ","EL PASO             ","TX","79935","071","          ","2016/06", 000000080.60
"MB928713","B-2 BOMBERS OYSTER PUB        ","12798 EDGEMERE BLVD UNIT D    ","EL PASO             ","TX","79938","071","          ","2016/07", 000002652.99
"MB833615","B-52 BOMBERS                  ","12275 PELLICANO DR STE D      ","EL PASO             ","TX","79936","071","          ","2016/07", 000003839.83
"MB870781","BAR FLY                       ","11335 MONTWOOD DR STE J       ","EL PASO             ","TX","79936","071","          ","2016/07", 000016624.30
"MB923611","BARMEN                        ","4130 N MESA ST                ","EL PASO             ","TX","79902","071","          ","2016/07", 000002432.10
"MB530865","BARRIGAS                      ","664 SUNLAND PARK DR           ","EL PASO             ","TX","79912","071","          ","2016/07", 000000790.39
"MB547051","BARRIGAS                      ","1317 GEORGE DIETER DR         ","EL PASO             ","TX","79936","071","          ","2016/07", 000000854.71
"MB816802","BASICO BISTRO CAFE            ","6006 N MESA ST STE 106        ","EL PASO             ","TX","79912","071","          ","2016/06", 000000509.87
"MB938514","BEACH BAR                     ","6920 DELTA DR STE 13          ","EL PASO             ","TX","79905","071","          ","2016/07", 000003808.95
"MB737069","BEST WESTERN INTERNATIONAL    ","6655 GATEWAY BLVD W           ","EL PASO             ","TX","79925","071","          ","2016/07", 000004732.00
"MB943440","BIG LOU'S ICEHOUSE            ","1188 N YARBROUGH DR STE C     ","EL PASO             ","TX","79925","071","          ","2016/06", 000000000.00
"MB943440","BIG LOU'S ICEHOUSE            ","1188 N YARBROUGH DR STE C     ","EL PASO             ","TX","79925","071","          ","2016/07", 000001143.69
"MB632538","BJ'S RESTAURANT & BREWHOUSE   ","11905 GATEWAY BLVD W          ","EL PASO             ","TX","79936","071","          ","2016/07", 000004809.99
"MB869540","BLACKBIRD CANTINA DELUXE      ","533 W FRANKLIN AVE            ","EL PASO             ","TX","79901","071","          ","2016/07", 000004359.42
"MB730874","BLOCK TABLE & TAP             ","4172 N MESA ST STE C          ","EL PASO             ","TX","79902","071","          ","2016/07", 000001579.39
"MB671082","BLUE DEVIL                    ","2720 MONTANA AVE              ","EL PASO             ","TX","79903","071","          ","2016/06", 000000121.27
"MB905648","BOGART'S STEAKHOUSE & BAR     ","5825 N MESA ST                ","EL PASO             ","TX","79912","071","          ","2016/06", 000002055.56
"MB905648","BOGART'S STEAKHOUSE & BAR     ","5825 N MESA ST                ","EL PASO             ","TX","79912","071","          ","2016/07", 000000822.89
"MB902976","BOOMTOWN TAVERN               ","2430A WYOMING AVE             ","EL PASO             ","TX","79903","071","          ","2016/07", 000001068.31
"MB570152","BORDER CITY ALE HOUSE         ","1506 N LEE TREVINO DR STE G   ","EL PASO             ","TX","79936","071","          ","2016/07", 000008071.08
"MB731694","BORDIER ENTERPRISES, LLC      ","5860 N MESA ST STE 134        ","EL PASO             ","TX","79912","071","          ","2016/07", 000001774.96
"MB754891","BOURBON & BREWS BAR & GRILLE  ","2931 GEORGE DIETER DR STE I   ","EL PASO             ","TX","79936","071","          ","2016/07", 000004033.80
"MB691680","BOWL EL PASO                  ","11144 PELLICANO DR            ","EL PASO             ","TX","79935","071","          ","2016/07", 000005070.42
"MB214587","BRASS ASP                     ","6201 AIRPORT RD               ","EL PASO             ","TX","79925","071","          ","2016/07", 000001410.41
"MB671051","BRASS MONKEY                  ","3233 N MESA ST STE 103        ","EL PASO             ","TX","79902","071","          ","2016/07", 000004130.34
"MB737471","BREW                          ","8041 N MESA ST STE H          ","EL PASO             ","TX","79932","071","          ","2016/07", 000006058.94
"MB865339","BREW SPORTS BAR               ","1441 N ZARAGOZA RD STE I      ","EL PASO             ","TX","79936","071","          ","2016/07", 000004760.48
"MB940929","BRICKTOWN TAP HOUSE & KITCHEN ","8889 GATEWAY BLVD W STE 1530  ","EL PASO             ","TX","79925","071","          ","2016/07", 000000278.18
"MB764118","BUCHANAN'S                    ","11540 PELLICANO DR            ","EL PASO             ","TX","79936","071","          ","2016/06", 000000000.00
"MB764118","BUCHANAN'S                    ","11540 PELLICANO DR            ","EL PASO             ","TX","79936","071","          ","2016/07", 000000145.39
"MB711448","BUENO INVESTMENTS, INC        ","1510 HAWKINS BLVD             ","EL PASO             ","TX","79925","071","          ","2016/07", 000001034.34
"MB925438","BUFFALO WILD WINGS GRILL & BAR","10497 GATEWAY BLVD W          ","EL PASO             ","TX","79925","071","          ","2016/07", 000002667.06
"MB926061","BUFFALO WILD WINGS GRILL & BAR","655 SUNLAND PARK DR STE K1    ","EL PASO             ","TX","79912","071","          ","2016/07", 000001900.58
"MB668075","BUTTERFIELD TRAIL GOLF CLUB   ","1858 COTTONWOODS              ","EL PASO             ","TX","79906","071","          ","2016/07", 000000744.83
"MB552925","CABANA BEVERAGES INC          ","6345 GATEWAY BLVD W           ","EL PASO             ","TX","79925","071","          ","2016/07", 000000914.88
"MB667829","CABANA BEVERAGES LVD          ","1880 JOE BATTLE BLVD          ","EL PASO             ","TX","79936","071","          ","2016/07", 000000886.07
"MB251241","CABANA BEVERAGES, INC.        ","4810 HONDO PASS               ","EL PASO             ","TX","79904","071","          ","2016/07", 000000535.12
"MB251245","CABANA BEVERAGES, INC.        ","1777 LEE TREVINO DR           ","EL PASO             ","TX","79936","071","          ","2016/07", 000000653.18
"MB251239","CABANA BEVERAGES, INC.        ","5866 NORTH MESA ST            ","EL PASO             ","TX","79912","071","          ","2016/07", 000000556.56
"MB253592","CABANA BEVERAGES, INC.        ","7870 N MESA ST                ","EL PASO             ","TX","79932","071","          ","2016/07", 000000400.39
"MB873473","CABANA BEVERAGES, INC.        ","11801 GATEWAY BLVD W          ","EL PASO             ","TX","79936","071","          ","2016/07", 000000497.20
"MB771727","CABO JOE'S                    ","7942 GATEWAY BLVD E           ","EL PASO             ","TX","79915","071","          ","2016/07", 000009174.91
"MB854038","CABO JOE'S                    ","1700 N ZARAGOZA RD STE 156-1  ","EL PASO             ","TX","79936","071","          ","2016/07", 000010906.46
"MB706371","CAFE CENTRAL                  ","109 N OREGON ST               ","EL PASO             ","TX","79901","071","          ","2016/07", 000005227.80
"MB675091","CAMELBACK LOUNGE LLC          ","2027 AIRWAY BLVD              ","EL PASO             ","TX","79925","071","          ","2016/07", 000001823.94
"MB257832","CAMINO REAL PASO DEL NORTE    ","101 S EL PASO ST              ","EL PASO             ","TX","79901","071","          ","2016/07", 000003165.14
"MB871033","CANTINA MALOLAM               ","4935 N MESA ST STE 2          ","EL PASO             ","TX","79912","071","          ","2016/07", 000015550.16
"MB736696","CARINO'S ITALIAN              ","1201 AIRWAY BLVD              ","EL PASO             ","TX","79925","071","          ","2016/07", 000000882.05
"MB675247","CARINO'S ITALIAN GRILL        ","675 SUNLAND PARK DR           ","EL PASO             ","TX","79912","071","          ","2016/07", 000000803.53
"MB189427","CARLOS & MICKEY'S FINE MEXICAN","1310 MAGRUDER ST              ","EL PASO             ","TX","79925","071","          ","2016/07", 000008387.06
"MB926352","CARNITAS QUERETARO            ","9077 GATEWAY BLVD W           ","EL PASO             ","TX","79925","071","          ","2016/07", 000000671.13
"MB858732","CARNITAS QUERETARO            ","7410 REMCON CIR               ","EL PASO             ","TX","79912","071","          ","2016/07", 000000769.36
"MB611560","CARNITAS QUERETARO #3         ","1451 N ZARAGOZA RD            ","EL PASO             ","TX","79936","071","          ","2016/07", 000000583.70
"MB159145","CASA JURADO II WEST           ","4772 DONIPHAN DR              ","EL PASO             ","TX","79922","071","          ","2016/06", 000000251.71
"MB693973","CASTILLO'S NIGHT CLUB         ","7240 N LOOP DR                ","EL PASO             ","TX","79915","071","          ","2016/07", 000001986.88
"MB259627","CATTLE BARON STEAK & SEAFOOD R","1700 AIRWAY BLVD              ","EL PASO             ","TX","79925","071","          ","2016/07", 000002309.15
"MB856507","CATTLE BARON STEAK & SEAFOOD R","1799 JOE BATTLE BLVD          ","EL PASO             ","TX","79936","071","          ","2016/07", 000000944.43
"MB451933","CHEDDAR'S CASUAL CAFE         ","11895 GATEWAY BLVD W          ","EL PASO             ","TX","79936","071","          ","2016/07", 000003351.87
"MB859241","CHIHUA TACOS Y CORTES         ","9135 GATEWAY BLVD W           ","EL PASO             ","TX","79925","071","          ","2016/07", 000000285.82
"MB501620","CHILI'S GRILL & BAR           ","1510 N LEE TREVINO DR         ","EL PASO             ","TX","79936","071","          ","2016/07", 000001967.45
"MB501622","CHILI'S GRILL & BAR           ","1421 AIRWAY BLVD              ","EL PASO             ","TX","79925","071","          ","2016/07", 000002140.65
"MB501624","CHILI'S GRILL & BAR           ","7600 N MESA ST                ","EL PASO             ","TX","79912","071","          ","2016/07", 000002304.26
"MB528693","CHILI'S GRILL & BAR           ","4525 WOODROW BEAN TRANSMOUNT  ","EL PASO             ","TX","79924","071","          ","2016/07", 000002610.32
"MB802280","CHIPOTLE MEXICAN GRILL        ","2900 N MESA ST STE H          ","EL PASO             ","TX","79902","071","          ","2016/07", 000000037.92
"MB827179","CHIPOTLE MEXICAN GRILL        ","1355A GEORGE DIETER DR STE 1  ","EL PASO             ","TX","79936","071","          ","2016/07", 000000019.29
"MB858500","CHIPOTLE MEXICAN GRILL        ","8889 GATEWAY BLVD W           ","EL PASO             ","TX","79925","071","          ","2016/07", 000000060.97
"MB936755","CHIPOTLE MEXICAN GRILL        ","10771 GATEWAY BLVD S STE M    ","EL PASO             ","TX","79934","071","          ","2016/07", 000000046.09
"MB465516","CHIQUITA BAR                  ","310 E MISSOURI AVE            ","EL PASO             ","TX","79901","071","          ","2016/07", 000001674.59
"MB937105","CHIT CHAT BAR & LOUNGE        ","4808 DYER ST                  ","EL PASO             ","TX","79930","071","          ","2016/06", 000000481.39
"MB905915","CHUY'S EL PASO                ","8889 GATEWAY BLVD W STE 1500  ","EL PASO             ","TX","79925","071","          ","2016/07", 000003642.32
"MB857360","CINCINNATI BAR AND GRILL      ","1700 N ZARAGOZA RD STE 155    ","EL PASO             ","TX","79936","071","          ","2016/07", 000006897.91
"MB735392","CINCO ESTRELLAS CANTINA       ","9430 MCCOMBS ST STE F         ","EL PASO             ","TX","79924","071","          ","2016/07", 000001297.65
"MB180263","CLICKS                        ","1201 AIRWAY BLVD STE A-3      ","EL PASO             ","TX","79925","071","          ","2016/07", 000003762.65
"MB926646","CLUB B P                      ","504 W SAN ANTONIO AVE STE A   ","EL PASO             ","TX","79901","071","          ","2016/07", 000001781.59
"MB803074","CLUB LOTUS/CLUB PASHA AND OLIV","201 N STANTON ST              ","EL PASO             ","TX","79901","071","          ","2016/07", 000000000.00
"MB762831","CLUB 54                       ","4875 RUTHERFORD DR            ","EL PASO             ","TX","79924","071","          ","2016/07", 000001674.19
"MB786442","COCO BAR                      ","1515 N LEE TREVINO DR STE S   ","EL PASO             ","TX","79936","071","          ","2016/07", 000004935.89
"MB796941","COCONUTS                      ","816 N PIEDRAS ST              ","EL PASO             ","TX","79903","071","          ","2016/07", 000004929.72
"NE509166","COL LOUIS A CARTER POST 832   ","2400 BASSETT AVE              ","EL PASO             ","TX","79901","071","          ","2016/07", 000000373.59
"MB239468","CORONADO GOLF AND COUNTRY CLUB","1044 BROADMOOR DR             ","EL PASO             ","TX","79912","071","          ","2016/07", 000003402.79
"MB776200","CORRALITO STEAK HOUSE         ","5800 DONIPHAN DR              ","EL PASO             ","TX","79932","071","          ","2016/07", 000003071.54
"MB870938","CORRALITO STEAK HOUSE         ","2725 N MESA ST SPC A          ","EL PASO             ","TX","79902","071","          ","2016/07", 000001228.11
"MB784200","COURTYARD EL PASO AIRPORT     ","6610 INTERNATIONAL RD         ","EL PASO             ","TX","79925","071","          ","2016/07", 000000447.02
"MB772563","CRAVE KITCHEN AND BAR         ","11990 ROJAS DR                ","EL PASO             ","TX","79936","071","          ","2016/07", 000001560.36
"MB893825","CRAVE KITCHEN AND BAR         ","631 N RESLER DR STE 202B      ","EL PASO             ","TX","79912","071","          ","2016/07", 000001241.91
"MB732341","CRAWDADDY'S BAR & GRILL       ","212 CINCINNATI AVE            ","EL PASO             ","TX","79902","071","          ","2016/07", 000001110.05
"MB798050","CRUST                         ","5860 N MESA ST STE 133-135    ","EL PASO             ","TX","79912","071","          ","2016/07", 000000000.00
"MB726473","CUNADO'S RESTAURANT           ","8030 GATEWAY BLVD E           ","EL PASO             ","TX","79907","071","          ","2016/07", 000002270.96
"MB935662","DAVE & BUSTER'S               ","6101 GATEWAY BLVD W STE 2006  ","EL PASO             ","TX","79925","071","          ","2016/07", 000009600.49
"NE067939","DAVIS-SEAMON POST NO 812 VFW  ","2400 DAVIS SEAMON RD          ","EL PASO             ","TX","79930","071","          ","2016/07", 000000866.64
"MB896821","DELICIAS DEL MAR INC          ","1921 N ZARAGOZA RD            ","EL PASO             ","TX","79938","071","          ","2016/07", 000000498.07
"MB939542","DESPERADOS NIGHT CLUB         ","1615 MONTANA AVE              ","EL PASO             ","TX","79902","071","          ","2016/06", 000000529.63
"MB796210","DEUCE'S ROCKHOUSE             ","9828 MONTANA AVE              ","EL PASO             ","TX","79925","071","          ","2016/07", 000000671.27
"MB941567","DEUCE'S ROCKHOUSE LLC         ","12821 MONTANA AVE STE B       ","EL PASO             ","TX","79938","071","          ","2016/07", 000000000.00
"MB912027","DEWEY'S CORNER PUB            ","812 N PIEDRAS ST              ","EL PASO             ","TX","79903","071","          ","2016/07", 000002889.77
"MB913235","DIABLA BAR                    ","1441 N ZARAGOZA RD STE A-7    ","EL PASO             ","TX","79936","071","          ","2016/06", 000000146.73
"MB892965","DITZY DUCK                    ","207 CINCINNATI AVE            ","EL PASO             ","TX","79902","071","          ","2016/06", 000001698.78
"MB509261","DOMINIC'S                     ","6901 MONTANA AVE              ","EL PASO             ","TX","79925","071","          ","2016/07", 000001090.62
"MB799446","DOWN THE ROAD NIGHT CLUB      ","8635 DYER ST                  ","EL PASO             ","TX","79904","071","          ","2016/07", 000000222.70
"MB938682","DOWNTOWNER                    ","325 N KANSAS ST               ","EL PASO             ","TX","79901","071","          ","2016/07", 000001006.40
"MB938601","EDGE OF TEXAS                 ","8690 EDGE OF TEXAS            ","EL PASO             ","TX","79934","071","          ","2016/07", 000000364.07
"MB834149","EL AGAVE                      ","9515 GATEWAY BLVD W           ","EL PASO             ","TX","79925","071","          ","2016/05", 000002875.10
"MB834149","EL AGAVE                      ","9515 GATEWAY BLVD W           ","EL PASO             ","TX","79925","071","          ","2016/06", 000002994.09
"MB896480","EL COYOTE COJO                ","14261 MONTANA AVE STE A       ","EL PASO             ","TX","79938","071","          ","2016/06", 000002999.99
"MB867238","EL PASO BALLPARK-CONCOURSE, CL","1 BALLPARK PLZ, CLUB & PRESS  ","EL PASO             ","TX","79901","071","          ","2016/07", 000006133.38
"MB867251","EL PASO BALLPARK-OUTFIELD CATE","1 BALLPARK PLZ, OUTFIELD CAT  ","EL PASO             ","TX","79901","071","          ","2016/07", 000002270.49
"MB712755","EL PASO COMIC STRIP           ","1201 AIRWAY BLVD              ","EL PASO             ","TX","79925","071","          ","2016/07", 000002146.81
"MB620765","EL PASO CONVENTION AND PERFORM","1 CIVIC CENTER PLZ            ","EL PASO             ","TX","79901","071","          ","2016/07", 000004790.63
"MB209317","EL PASO COUNTRY CLUB          ","5000 COUNTRY CLUB PLACE       ","EL PASO             ","TX","79922","071","          ","2016/07", 000002586.53
"NE135739","EL PASO EASTWOOD AMER LEGION P","3730 SHELL ST                 ","EL PASO             ","TX","79925","071","          ","2016/07", 000000590.80
"MB739370","EL PASO HOUSE OF ROCK         ","931 N RESLER DR STE 108       ","EL PASO             ","TX","79912","071","          ","2016/07", 000003320.45
"MB772559","EL PASO MARRIOTT              ","1600 AIRWAY BLVD              ","EL PASO             ","TX","79925","071","          ","2016/07", 000001679.95
"MB729214","EL PATRON SPORTS BAR          ","5622 E PAISANO DR             ","EL PASO             ","TX","79925","071","          ","2016/07", 000000785.03
"MB874461","ELEANOR RIGBY'S WORLD PUB     ","1201 BOB HOPE DR              ","EL PASO             ","TX","79936","071","          ","2016/05", 000001143.15
